Klasse,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,191.5898501718385,604.7086941718926,93.33031618134757,668.8075404594489,665.7452474669138,0.0,0.0,665.7452474669138,0.0,0.0,0.0,0.0,0.0,120.5371647259617,170.83276279041343,-14.362431248328164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.6263718461539,5556.3583288818,409970.642457393,640.2894989435583,2819142.515411445,-1.7877528022873852,0.061814160731138955,1.0,13.0,1578.7994,-72.509766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.800253125058866,556.0281195260337,251.26540025131294,617.0591805683204,570.2595639657169,-138.5996048433882,6.84375365043536,277.737003078013,129.84742770397793,-14.387460063564887,277.737003078013,129.84742770397793,-14.387460063564887,277.737003078013,129.84742770397793,-14.387460063564887,0.0,0.7470608928348974,2326636.4654262215,0.0,NaN,0.0,1.0,0.8424451588088934,8.429225459625912E7,0.0,0.0,0.0,700.3654483333333,4622.719476012237,278766.1461152009,527.9830926414224,2200584.0064451755,-1.4800144689348398,-0.01501450352030771,1.0,12.0,1432.6721,-168.08167,18.41997365715653,262.3696463728799,92.86888174592518,319.71856601264176,345.4393910478392,13.012363883667604,-12.56713904125445,264.68740921269097,-94.76367234490294,9.04131822094611,264.68740921269097,-94.76367234490294,9.04131822094611,51.41369166601203,41.35605734930925,-2.098870048231568,1.0,1.7038939337928245,1.2471124763330616E7,0.0,0.3607794104713247,2696699.7010047995,0.0,0.0,0.0,0.0,0.0,0.0,-101.93568932380954,3740.702530430716,161863.38386280736,402.3224873938907,859625.6825129092,-1.1211189907354622,-0.44175812319151736,1.0,21.0,425.49133,-842.3218
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34.2343472947963,178.77248587889608,61.49491530726492,247.14338188681364,52.628139902814326,-0.07399287104785213,6.798813180628046E-5,52.628139902814326,-0.07399287104785213,6.798813180628046E-5,52.628139902814326,-0.07399287104785213,6.798813180628046E-5,52.628139902814326,-0.07399287104785213,6.798813180628046E-5,0.0,0.0,0.0,0.0,0.35739184302672083,1941436.501227337,0.0,0.0,0.0,0.0,0.0,0.0,-2.4798400306484947,41412.08722333476,10333.03124501263,101.65151865571232,2752161.4545761026,3.9745343466785004,0.9138849034074616,103.0,1064.0,637.5824,-281.781,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,65.05694921328086,297.70970033507473,109.88979367393915,358.35774252705124,113.11951249858043,55.10176079733367,-2.8449563650592395,113.11951249858043,55.10176079733367,-2.8449563650592395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-502.6657114090909,5797.48549557287,74027.08751971558,272.07919347079,1787320.4277746624,-1.0473998663392698,0.43786401404814296,1.0,22.0,39.276123,-861.3556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,107.50397474636104,470.44842470968575,345.53751624716625,529.0665160177307,476.0244098041759,-88.42618007102828,2.7402700021551425,476.0244098041759,-88.42618007102828,2.7402700021551425,476.0244098041759,-88.42618007102828,2.7402700021551425,556.8578613320556,-12.246958934656604,0.09823382240113676,0.0,0.0,0.0,0.0,0.3580948078052427,1.3557662474759467E7,1.0,0.8373843914727942,6.623322685991224E7,0.0,0.0,0.0,-95.88917232831855,32047.954309163604,425544.06275442225,652.3373841459818,1.1980250987426037E7,-0.4298794469556362,0.3894621777397461,7.0,113.0,1635.5988,-1173.4497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,91.65883270982172,252.76299538111252,93.42618381504097,310.11580195669393,252.43622744278696,-37.77326551712156,1.102578303570482,252.43622744278696,-37.77326551712156,1.102578303570482,252.43622744278696,-37.77326551712156,1.102578303570482,117.99702763111009,60.6166512737999,-5.084121400754974,0.0,0.7755029184611584,232236.47744348767,0.0,0.3538172253850147,4047208.1457811855,0.0,0.0,0.0,0.0,0.0,0.0,371.39674332857146,3004.1782267129856,69758.38617572721,264.1181292068517,736034.6125124319,-1.5115363875231822,-0.13864331129567536,1.0,14.0,746.1456,-39.37683,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,289.23789187891856,504.98422177532564,119.6014498205843,537.7951281775528,504.0217411029928,-70.0061140291109,5.464691622876273,299.2884780427339,-6.477934740666242,0.04250471241202847,299.2884780427339,-6.477934740666242,0.04250471241202847,299.2884780427339,-6.477934740666242,0.04250471241202847,28.0,35.18611039067764,4.353866810661453E9,0.0,0.0,2506619.1327763596,1.0,0.8521523724405002,7.899687411788093E7,0.0,0.0,0.0,-6.062505064327479,27245.49638068698,173622.8034258189,416.6806972080887,7644169.990413836,1.6052732600973814,0.028703411471020474,9.0,171.0,1209.8053,-1298.2269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34.70987353599772,279.37306401055815,131.9699876944998,360.4299625489734,163.3324931118642,66.09842731758874,-6.941664874696642,163.3324931118642,66.09842731758874,-6.941664874696642,163.3324931118642,66.09842731758874,-6.941664874696642,163.3324931118642,66.09842731758874,-6.941664874696642,1.0,1.2788574190040407,79295.82875388506,0.0,0.0,1370138.60805264,0.0,0.0,0.0,0.0,0.0,0.0,356.39789415384615,2766.9175743066535,121021.13571517123,347.88092174646664,760252.595978581,-1.4657423313752864,-0.046943228786579846,1.0,13.0,844.43665,-212.19177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,63.31160050966346,333.83287682283196,65.727958463649,333.00296952325084,34.48986177120241,78.56256949223496,-4.560558160371791,34.48986177120241,78.56256949223496,-4.560558160371791,34.48986177120241,78.56256949223496,-4.560558160371791,34.48986177120241,78.56256949223496,-4.560558160371791,1.0,1.2046539301889567,1506844.3042276101,0.0,0.792066940629898,2.1025376944070734E7,1.0,0.8273981876056479,3.314458884463436E7,0.0,0.0,0.0,-449.1297368666667,4500.294328274892,98929.17471882961,314.53008555435457,1344608.967080906,-1.5326851507317891,0.4139749146213842,1.0,18.0,36.758423,-804.657,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,151.5824332610771,436.84565887325056,200.86588826165794,491.51300468456765,444.51689149485003,-75.02805458692546,2.932006017702406,444.51689149485003,-75.02805458692546,2.932006017702406,444.51689149485003,-75.02805458692546,2.932006017702406,444.51689149485003,-75.02805458692546,2.932006017702406,11.0,16.987831365157305,7.829454508150941E9,0.0,0.3551170752578081,1.2257012442891039E7,1.0,0.8343449211191677,5.8429065051236525E7,0.0,0.0,0.0,-93.31843223762378,24303.344087363366,294577.2231529214,542.7496873816892,7619800.433193707,-0.7217805434196545,0.10687514572567287,6.0,101.0,1053.7079,-1101.6449,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,157.92019304032806,368.69757818586476,90.59869441126837,398.1042057284629,137.76578943215736,-12.409766131515909,0.35157037873884356,137.76578943215736,-12.409766131515909,0.35157037873884356,137.76578943215736,-12.409766131515909,0.35157037873884356,137.76578943215736,-12.409766131515909,0.35157037873884356,0.0,0.0,0.0,0.0,0.3343413118130819,1.387577715219737E7,1.0,0.833748766808222,4.148668413879581E7,0.0,0.0,0.0,-110.96837547843138,6294.761952099669,120642.8486904752,347.33679432285203,1718492.5233668624,0.13762655851008176,-1.190029548505025,4.0,51.0,354.99573,-893.1793,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.37276169165021,358.3592579832243,67.31092566403495,374.511284471023,69.55937983026865,106.28227777955578,-9.473898059653962,69.55937983026865,106.28227777955578,-9.473898059653962,69.55937983026865,106.28227777955578,-9.473898059653962,69.55937983026865,106.28227777955578,-9.473898059653962,0.0,0.0,0.0,0.0,0.0,677968.901884369,0.0,0.0,0.0,0.0,0.0,0.0,378.4839360769231,3036.255866519366,147697.7289324753,384.31462232456795,914593.2945517779,-1.6338819206714479,0.2038157557614696,1.0,13.0,970.7245,-103.326416,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,221.477777894876,456.8476448348932,121.09763363741303,499.5822728022697,71.86458888688503,96.13659630050802,-5.575291787393027,71.86458888688503,96.13659630050802,-5.575291787393027,71.86458888688503,96.13659630050802,-5.575291787393027,71.86458888688503,96.13659630050802,-5.575291787393027,0.0,0.0,0.0,0.0,0.3561420814653109,1.1870098421555333E7,1.0,0.838174043285002,6.448041742022683E7,0.0,0.0,0.0,-616.9964952941178,5955.63859472486,151930.7621051789,389.78296795162674,2361958.6036641304,-1.4002511765935461,0.2931805860876404,1.0,17.0,111.38306,-1100.8392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,120.27853791749324,297.8626617323839,101.46615575135822,278.8655319140783,305.08914587256345,-66.51320487171176,5.578347876990875,305.08914587256345,-66.51320487171176,5.578347876990875,305.08914587256345,-66.51320487171176,5.578347876990875,305.08914587256345,-66.51320487171176,5.578347876990875,7.0,9.460458540464012,1.3071413088588408E8,1.0,0.831079025665354,2.402289632750951E7,0.0,0.0,0.0,0.0,0.0,0.0,132.41336208947368,9382.883694882734,118452.3202597835,344.1690286178922,1928365.0652339114,-1.3330448730201114,0.12231943267122813,3.0,57.0,725.09766,-366.87927,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,307.75792191908243,549.1776473279991,103.25384625140501,588.1682153383653,160.0830225736654,-1.6241157102084571,0.009488564510864772,160.0830225736654,-1.6241157102084571,0.009488564510864772,160.0830225736654,-1.6241157102084571,0.009488564510864772,160.0830225736654,-1.6241157102084571,0.009488564510864772,46.0,67.87728096408347,3.415661378550861E10,0.0,0.7929613505172224,6.555424009108192E7,1.0,0.8396954716940479,9.47136657544322E7,0.0,0.0,0.0,-3.004455562320248,63376.358702797486,337207.4306360991,580.6956437206147,2.6026788049946208E7,2.286931035761797,0.0034236503828366967,14.0,306.0,1789.0778,-1871.3562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,119.67962695906859,350.19284955461137,89.92471522142242,349.7683100046301,106.85658992641106,-7.573960093407607,0.32715438117115614,106.85658992641106,-7.573960093407607,0.32715438117115614,106.85658992641106,-7.573960093407607,0.32715438117115614,106.85658992641106,-7.573960093407607,0.32715438117115614,9.0,10.54039065482549,5.998623667783288E7,0.0,0.3569442732854449,5376887.984720077,1.0,0.8259785177143277,3.592449742033618E7,0.0,0.0,0.0,-134.31091211904763,5759.94165143207,108606.07977350068,329.554365429288,1350432.8826075944,-0.5463531903652137,-0.7659673634526246,1.0,42.0,331.9336,-807.2754,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,99.30383247207467,423.53139782405054,236.55648204337157,446.97910569317446,226.47473350448104,82.61692145278994,-7.407926503369026,226.47473350448104,82.61692145278994,-7.407926503369026,226.47473350448104,82.61692145278994,-7.407926503369026,226.47473350448104,82.61692145278994,-7.407926503369026,3.0,2.3231374888892677,437639.79743732116,0.0,0.3568106192058786,8855488.957722262,0.0,0.0,0.0,0.0,0.0,0.0,528.4365021428572,4621.6943172721385,257985.38062143093,507.92261282741777,1736648.2077996624,-0.736946775172338,-0.8419576972638906,1.0,14.0,1076.0651,-515.22217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,165.55451357683276,551.8387574323632,102.57152911804377,642.7229146394724,97.8168709787592,2.772181748983641,-0.00923972576870069,97.8168709787592,2.772181748983641,-0.00923972576870069,97.8168709787592,2.772181748983641,-0.00923972576870069,97.8168709787592,2.772181748983641,-0.00923972576870069,22.0,34.48325313737467,4.171994379055373E10,0.0,0.3552396518649177,1.9964747373787586E7,0.0,0.0,0.0,0.0,0.0,0.0,9.657320712422921,57525.42469670208,375169.6809912009,612.5109639763201,2.1267168688576523E7,0.5339199608302483,-0.23674345021822088,12.0,227.0,1415.3503,-1896.8353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,152.29647191281657,344.88640259872966,137.0515390169095,369.4158985635649,0.0,0.0,0.0,155.23865327374665,73.15053324846485,-6.410882441784096,155.23865327374665,73.15053324846485,-6.410882441784096,155.23865327374665,73.15053324846485,-6.410882441784096,1.0,1.1014669334286429,167189.475523733,0.0,0.0,0.0,1.0,0.8342301034918419,3.675831364346853E7,0.0,0.0,0.0,441.70532230769237,3556.7705003316787,120571.5523814705,347.23414633568296,1064505.1399693887,-1.5226954631204366,-0.40606374835037085,1.0,13.0,840.0055,-135.95581,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,253.70632078030158,532.0764942865617,119.98932736729104,568.266655629393,190.76968661083993,-1.1439949898934714,0.01102135183541364,190.76968661083993,-1.1439949898934714,0.01102135183541364,190.76968661083993,-1.1439949898934714,0.01102135183541364,190.76968661083993,-1.1439949898934714,0.01102135183541364,22.0,33.95844611142654,2.9688994715304863E10,0.0,0.3571669117257902,1.4725858876293737E7,0.0,0.0,0.0,0.0,0.0,0.0,-45.359283202955616,45776.971958122595,287537.6787741923,536.2253992251694,1.4826981452119475E7,0.058200526607507186,0.3679559249016863,9.0,203.0,1375.7721,-1305.0751,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger4,108.1924649090334,400.68851204425454,173.31624781221885,410.721536089454,166.00391278316215,88.81878051735737,-8.168842354059777,166.00391278316215,88.81878051735737,-8.168842354059777,166.00391278316215,88.81878051735737,-8.168842354059777,166.00391278316215,88.81878051735737,-8.168842354059777,0.0,0.812800943837925,492072.77179109736,0.0,0.0,1453655.3403816903,0.0,0.0,0.0,0.0,0.0,0.0,-493.3375461538462,3776.1682180561547,154638.86182202675,393.2414802917245,1255463.577293733,-1.012193410162809,0.46482719305555986,1.0,13.0,280.77393,-984.01794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
