Klasse,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert
Finger1,21.938887580473065,76.58570070908392,73.21946996931706,88.63543294087945,0.0,0.0,0.0,29.586581824818722,12.954190621717572,-0.7026141290325594,0.0,0.0,0.0,29.31108564944668,-0.044422632843753945,1.6705748300132724E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9641457141650136,21953.656272431603,1250.2245385988858,35.35851437205593,782454.8658271232,20.988461070971304,0.9413286457852825,397.0,2521.0,266.7755,-259.021
Finger1,32.8040620630199,123.5211874596533,49.53920036423702,133.0348872530513,101.65750632457929,-3.7616188784765257,0.05169306066346979,83.39466611165568,-0.553161048072699,-1.803478080659171E-4,83.39466611165568,-0.553161048072699,-1.803478080659171E-4,83.39466611165568,-0.553161048072699,-1.803478080659171E-4,2.0,3.840105495388798,1.4398519509370426E7,0.0,0.35634542645264466,741088.5697239218,7.0,9.36299224215168,3.544670751493027E7,0.0,0.0,0.0,4.497133610344832,5147.053858726157,18290.770991108435,135.2433768844465,396296.1638328126,-0.5000669745604638,-0.4731153918984917,6.0,87.0,220.85266,-314.5111
Finger1,50.400428942885604,140.32534750389777,83.97542414091053,175.34284447592643,165.3994921895503,-9.623758460401348,0.22941778465202933,165.3994921895503,-9.623758460401348,0.22941778465202933,165.3994921895503,-9.623758460401348,0.22941778465202933,165.3994921895503,-9.623758460401348,0.22941778465202933,1.0,1.3390207284973936,114963.27210858701,0.0,0.3528444813867776,1633054.4689662217,3.0,5.0468050162004605,4426111.975014698,0.0,0.0,0.0,38.757324030303,3001.378233236432,41230.48197709186,203.0529043798484,337225.20734626753,-1.3975617271001575,0.26245539703975646,2.0,33.0,364.16016,-222.46399
Finger1,100.04781760733871,193.80186241310355,85.844540565352,208.4984986842291,95.76874737008939,35.68408745480417,-2.624917184278587,95.76874737008939,35.68408745480417,-2.624917184278587,95.76874737008939,35.68408745480417,-2.624917184278587,95.76874737008939,35.68408745480417,-2.624917184278587,1.0,0.8539218940958361,127220.3734737637,0.0,0.3343792810604085,3798003.9742604713,0.0,0.0,0.0,0.0,0.0,0.0,281.1297588666667,2519.0694522207314,37365.75964672973,193.30224946112173,453310.30941865954,-0.4937610645808723,-0.8856087053337219,1.0,15.0,469.0979,-161.73706
Finger1,35.32852138480839,89.22828672635275,30.89737438739553,118.64380245082431,109.6322605812245,-1.2999226828320474,0.007248501362230209,109.6322605812245,-1.2999226828320474,0.007248501362230209,109.6322605812245,-1.2999226828320474,0.007248501362230209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3537804971771565,510988.9158974163,7.0,9.799047252984588,5.7199542500363104E7,0.0,0.0,0.0,-29.823592876075942,5824.62791235215,27586.626550331843,166.09222302784633,560417.9790162651,-0.8777115800046174,-0.13476869847269288,7.0,79.0,285.5072,-359.22546
Finger1,53.652175409243384,123.02308661185624,68.02971634890153,151.8693092200013,160.55061987319402,1.7499341881280088,-5.154799844315676,160.55061987319402,1.7499341881280088,-5.154799844315676,160.55061987319402,1.7499341881280088,-5.154799844315676,160.55061987319402,1.7499341881280088,-5.154799844315676,0.0,0.8036392772432801,379593.27192709286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.48874596153847,2507.397628918059,40839.62914381914,202.08817170685458,267896.9103242012,-1.5469502261958423,-0.23100754078514965,1.0,26.0,232.7362,-337.0697
Finger1,65.53307698294844,190.76527937872086,57.267106666378474,203.67608615260755,56.36726028086275,24.586184884238037,0.03442931816655914,42.72463391988981,43.59034346940251,-3.1566540272229062,42.72463391988981,43.59034346940251,-3.1566540272229062,42.72463391988981,43.59034346940251,-3.1566540272229062,1.0,1.0384280180609289,1375913.0558941523,0.0,0.0,450534.78486845444,1.0,0.8360782051465018,9945515.453545205,0.0,0.0,0.0,-242.84057493,2013.851735881618,25402.761859172057,159.38243899241866,315640.87945162033,-1.5369343898233154,0.005020022080943943,1.0,15.0,0.70495605,-474.63684
Finger1,34.579997223210896,145.8048633490824,86.67551335482739,145.8715554217146,105.75287991026289,-4.86432159004606,0.13357186780142527,105.75287991026289,-4.86432159004606,0.13357186780142527,105.75287991026289,-4.86432159004606,0.13357186780142527,105.75287991026289,-4.86432159004606,0.13357186780142527,2.0,3.8233802843758693,3.5996845698454686E7,0.0,0.0,0.0,1.0,0.8347231312648539,6234429.26576379,0.0,0.0,0.0,13.177642520000003,3179.5105218733966,33380.28696186185,182.7027283919478,320058.2567083071,-0.8435326644429124,-0.7520797576388549,2.0,40.0,227.90222,-358.92334
Finger1,50.53568599500596,121.37708182829365,57.46644631363101,131.19110302326604,142.8925520942156,7.771867226701488,-5.306549523035528,78.51731055413256,-6.101707358817265,0.33363881965630426,78.51731055413256,-6.101707358817265,0.33363881965630426,78.51731055413256,-6.101707358817265,0.33363881965630426,0.0,0.0,0.0,0.0,0.3595778936056676,609937.3891640307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,29.7965620838909,154.9522413396102,40.280471214438606,170.40254253885686,160.38132309213725,-47.49939557025215,4.051651476844235,160.38132309213725,-47.49939557025215,4.051651476844235,160.38132309213725,-47.49939557025215,4.051651476844235,160.38132309213725,-47.49939557025215,4.051651476844235,1.0,1.076907453227642,544821.6470746401,0.0,0.3565134660254594,1193786.1109765398,0.0,0.0,0.0,0.0,0.0,0.0,-196.77715206875,1741.8152703928845,22347.087984634796,149.48942432371194,239215.8667741031,-1.5756777918703555,-0.034855136495962794,1.0,16.0,22.76001,-415.82336
